3,0,13
4,90,112
3,13,24
4,112,131
3,24,31
4,131,144
3,31,38
4,144,154
3,38,43
4,154,158
1,500,314
3,43,59
5,0,30
5,30,85
1,314,294
1,294,369
1,369,404
5,85,7
5,7,3
3,59,54
4,158,154
4,154,100
4,100,90
4,90,93
3,54,6
3,6,1
